account_id,customer_id,branch_id,account_type,open_date,status
ACC000979,CUST01997,BR015,chequing,2025-11-11,active
ACC000980,CUST01159,BR008,savings,2023-10-26,active
ACC000981,CUST00642,BR014,savings,2024-03-05,active
ACC000982,CUST00630,BR012,savings,2025-02-13,active
ACC000983,CUST01941,BR002,chequing,2023-06-27,active
ACC000984,CUST01305,BR007,savings,2024-12-30,active
ACC000985,CUST00526,BR010,chequing,2023-02-05,dormant
ACC000986,CUST01352,BR012,savings,2024-08-02,active
ACC000987,CUST00181,BR013,chequing,2023-07-27,active
ACC000988,CUST01255,BR008,chequing,2023-06-14,active
ACC000989,CUST00950,BR004,chequing,2025-05-28,active
ACC000990,CUST00462,BR006,credit,2024-08-11,active
ACC000991,CUST01770,BR009,chequing,2023-05-13,active
ACC000992,CUST00568,BR010,savings,2023-02-17,dormant
ACC000993,CUST00830,BR005,chequing,2024-12-12,active
ACC000994,CUST01673,BR002,chequing,2024-01-08,active
ACC000995,CUST01670,BR015,savings,2024-09-28,active
ACC000996,CUST01536,BR005,chequing,2024-01-17,active
ACC000997,CUST00061,BR002,credit,2025-04-02,active
ACC000998,CUST01252,BR012,credit,2025-05-18,active
ACC000999,CUST01938,BR004,savings,2023-10-19,active
ACC001000,CUST01496,BR011,credit,2025-02-27,active
ACC001001,CUST00120,BR004,chequing,2023-05-08,dormant
ACC001002,CUST00413,BR002,credit,2025-07-03,active
ACC001003,CUST01213,BR010,credit,2023-04-12,active
ACC001004,CUST01654,BR005,chequing,2023-01-28,active
ACC001005,CUST01883,BR015,savings,2023-08-28,active
ACC001006,CUST01537,BR012,savings,2023-07-22,active
ACC001007,CUST00956,BR013,credit,2025-04-29,active
ACC001008,CUST01535,BR002,credit,2025-03-05,closed
ACC001009,CUST00319,BR013,savings,2023-04-15,active
ACC001010,CUST00530,BR002,credit,2024-08-06,active
ACC001011,CUST01303,BR008,credit,2024-11-04,closed
ACC001012,CUST01887,BR001,credit,2023-09-04,active
ACC001013,CUST01963,BR008,savings,2024-04-02,active
ACC001014,CUST00340,BR012,chequing,2023-02-16,active
ACC001015,CUST00341,BR009,credit,2025-06-27,active
ACC001016,CUST00008,BR008,chequing,2025-08-16,active
ACC001017,CUST00116,BR012,chequing,2025-08-16,active
ACC001018,CUST00851,BR002,savings,2023-02-26,active
ACC001019,CUST01049,BR002,credit,2025-08-20,dormant
ACC001020,CUST00317,BR003,chequing,2025-02-25,active
ACC001021,CUST01005,BR013,chequing,2024-02-10,active
ACC001022,CUST01716,BR004,chequing,2025-07-05,closed
ACC001023,CUST01147,BR014,chequing,2023-01-15,active
ACC001024,CUST00588,BR009,chequing,2025-01-20,active
ACC001025,CUST00954,BR014,credit,2023-03-06,active
ACC001026,CUST01334,BR005,credit,2024-08-23,active
ACC001027,CUST01573,BR003,chequing,2025-03-20,dormant
ACC001028,CUST00333,BR014,chequing,2025-03-11,active
ACC001029,CUST01617,BR007,credit,2025-02-22,active
ACC001030,CUST01735,BR008,savings,2025-03-26,active
ACC001031,CUST00041,BR007,savings,2024-12-31,active
ACC001032,CUST01270,BR012,chequing,2024-05-18,active
ACC001033,CUST01873,BR015,savings,2023-10-18,active
ACC001034,CUST00113,BR012,chequing,2025-04-12,closed
ACC001035,CUST01687,BR003,savings,2023-05-29,active
ACC001036,CUST01901,BR001,chequing,2024-02-09,active
ACC001037,CUST01928,BR014,credit,2025-12-06,active
ACC001038,CUST01829,BR013,chequing,2024-07-31,active
ACC001039,CUST01440,BR012,credit,2023-08-19,active
ACC001040,CUST01773,BR004,credit,2023-10-08,active
ACC001041,CUST01752,BR005,credit,2023-05-16,active
ACC001042,CUST00021,BR005,chequing,2025-05-20,active
ACC001043,CUST01658,BR002,chequing,2024-10-09,closed
ACC001044,CUST00096,BR003,chequing,2025-01-24,closed
ACC001045,CUST00773,BR008,credit,2025-01-16,active
ACC001046,CUST01463,BR009,savings,2024-08-18,active
ACC001047,CUST01627,BR004,chequing,2024-11-06,active
ACC001048,CUST01127,BR002,chequing,2023-01-07,active
ACC001049,CUST01680,BR002,savings,2025-10-18,active
ACC001050,CUST01575,BR003,savings,2025-11-01,active
ACC001051,CUST01199,BR013,savings,2023-09-08,active
ACC001052,CUST00506,BR009,savings,2024-10-19,active
ACC001053,CUST01873,BR014,chequing,2023-10-08,active
ACC001054,CUST00157,BR015,savings,2025-10-06,active
ACC001055,CUST00202,BR003,chequing,2025-02-01,active
ACC001056,CUST01020,BR009,chequing,2024-11-30,active
ACC001057,CUST00317,BR007,credit,2023-04-04,active
ACC001058,CUST01664,BR010,savings,2023-11-26,active
ACC001059,CUST00786,BR001,chequing,2024-08-28,active
ACC001060,CUST00892,BR013,credit,2025-01-27,active
ACC001061,CUST00866,BR013,savings,2025-08-17,active
ACC001062,CUST00734,BR002,savings,2023-07-28,active
ACC001063,CUST00417,BR001,credit,2025-08-07,active
ACC001064,CUST00787,BR013,savings,2025-09-11,active
ACC001065,CUST01314,BR013,chequing,2025-09-12,active
ACC001066,CUST00126,BR004,chequing,2025-09-23,active
ACC001067,CUST00468,BR009,chequing,2024-01-16,closed
ACC001068,CUST00608,BR014,chequing,2024-09-09,active
ACC001069,CUST00665,BR012,savings,2024-01-06,active
ACC001070,CUST00332,BR010,chequing,2024-11-11,active
ACC001071,CUST01540,BR007,credit,2025-12-17,active
ACC001072,CUST00303,BR015,savings,2024-01-16,active
ACC001073,CUST01708,BR005,chequing,2025-07-07,active
ACC001074,CUST00514,BR003,chequing,2025-07-01,active
ACC001075,CUST00773,BR011,chequing,2023-10-22,active
ACC001076,CUST00139,BR014,credit,2024-02-27,closed
ACC001077,CUST00427,BR012,credit,2025-04-01,active
ACC001078,CUST01417,BR003,savings,2023-09-14,active
ACC001079,CUST01084,BR007,credit,2025-10-29,active
ACC001080,CUST01244,BR001,savings,2023-03-03,active
ACC001081,CUST01059,BR015,credit,2025-03-16,active
ACC001082,CUST00479,BR003,chequing,2024-11-16,active
ACC001083,CUST01593,BR004,savings,2023-01-13,active
ACC001084,CUST00053,BR011,credit,2023-10-24,active
ACC001085,CUST01184,BR007,credit,2023-06-21,dormant
ACC001086,CUST00671,BR010,savings,2025-05-28,dormant
ACC001087,CUST01591,BR001,savings,2024-01-28,active
ACC001088,CUST01512,BR006,savings,2025-07-11,active
ACC001089,CUST00971,BR009,credit,2025-08-06,active
ACC001090,CUST00695,BR006,savings,2023-11-22,active
ACC001091,CUST00158,BR010,credit,2023-02-26,active
ACC001092,CUST01601,BR009,savings,2023-10-29,active
ACC001093,CUST00977,BR004,savings,2023-09-24,active
ACC001094,CUST00423,BR003,chequing,2023-12-27,active
ACC001095,CUST01318,BR003,savings,2023-07-31,active
ACC001096,CUST00154,BR014,savings,2025-01-29,active
ACC001097,CUST01004,BR007,credit,2023-09-05,dormant
ACC001098,CUST00219,BR007,chequing,2023-04-28,active
ACC001099,CUST00323,BR010,credit,2025-01-31,active
ACC001100,CUST00550,BR014,credit,2025-04-07,active
ACC001101,CUST00477,BR001,savings,2023-12-26,closed
ACC001102,CUST01712,BR007,credit,2023-01-17,active
ACC001103,CUST01755,BR013,chequing,2024-01-19,active
ACC001104,CUST00370,BR012,savings,2023-01-29,active
ACC001105,CUST01824,BR005,chequing,2025-03-25,active
ACC001106,CUST01698,BR002,chequing,2025-05-14,active
ACC001107,CUST01779,BR002,savings,2025-08-09,closed
ACC001108,CUST01556,BR001,chequing,2023-06-14,active
ACC001109,CUST00398,BR008,chequing,2024-12-02,active
ACC001110,CUST01928,BR001,savings,2024-02-11,active
ACC001111,CUST00847,BR014,savings,2024-01-11,active
ACC001112,CUST00573,BR007,credit,2024-04-03,closed
ACC001113,CUST01768,BR013,savings,2023-11-24,active
ACC001114,CUST01603,BR008,savings,2024-05-09,closed
ACC001115,CUST00011,BR009,chequing,2023-03-08,active
ACC001116,CUST01549,BR015,savings,2024-06-16,active
ACC001117,CUST01805,BR006,credit,2024-10-27,active
ACC001118,CUST01237,BR004,credit,2024-04-05,active
ACC001119,CUST01436,BR003,savings,2024-01-05,active
ACC001120,CUST00179,BR003,credit,2023-08-30,active
ACC001121,CUST00456,BR006,credit,2023-04-08,active
ACC001122,CUST01582,BR010,savings,2023-05-02,active
ACC001123,CUST00882,BR012,savings,2025-07-15,active
ACC001124,CUST00679,BR014,chequing,2025-07-18,closed
ACC001125,CUST01133,BR011,savings,2024-12-29,dormant
ACC001126,CUST01205,BR008,savings,2025-02-04,active
ACC001127,CUST01481,BR001,credit,2025-06-09,active
ACC001128,CUST00006,BR007,credit,2025-10-11,dormant
ACC001129,CUST01544,BR007,chequing,2023-12-14,active
ACC001130,CUST00021,BR011,credit,2023-07-31,active
ACC001131,CUST01726,BR014,chequing,2023-04-06,active
ACC001132,CUST01581,BR002,savings,2024-09-04,closed
ACC001133,CUST00488,BR010,chequing,2024-07-26,active
ACC001134,CUST01173,BR015,chequing,2024-04-06,active
ACC001135,CUST00322,BR006,chequing,2024-05-21,active
ACC001136,CUST00014,BR003,chequing,2025-01-02,active
ACC001137,CUST00316,BR013,savings,2024-11-09,active
ACC001138,CUST01994,BR001,chequing,2024-04-08,dormant
ACC001139,CUST00581,BR006,credit,2023-03-10,active
ACC001140,CUST00830,BR010,credit,2024-08-06,active
ACC001141,CUST00427,BR010,chequing,2024-05-17,active
ACC001142,CUST00333,BR005,chequing,2025-03-18,closed
ACC001143,CUST01213,BR007,chequing,2023-01-15,active
ACC001144,CUST00055,BR006,credit,2024-04-17,active
ACC001145,CUST01704,BR013,savings,2024-07-07,active
ACC001146,CUST01802,BR010,chequing,2025-06-28,active
ACC001147,CUST01539,BR010,savings,2024-10-03,closed
ACC001148,CUST01253,BR010,credit,2023-10-02,dormant
ACC001149,CUST00242,BR003,chequing,2025-10-13,active
ACC001150,CUST00155,BR008,savings,2024-09-24,active
ACC001151,CUST00570,BR003,chequing,2023-01-31,active
ACC001152,CUST01220,BR013,savings,2023-07-10,active
ACC001153,CUST01847,BR008,savings,2023-07-20,active
ACC001154,CUST00371,BR007,savings,2023-06-05,active
ACC001155,CUST00205,BR008,savings,2024-04-20,active
ACC001156,CUST00263,BR007,savings,2025-08-27,active
ACC001157,CUST01368,BR014,credit,2025-03-27,active
ACC001158,CUST00211,BR015,chequing,2023-02-22,closed
ACC001159,CUST00872,BR002,savings,2024-04-13,active
ACC001160,CUST01170,BR010,chequing,2025-12-27,closed
ACC001161,CUST00646,BR014,chequing,2024-07-07,active
ACC001162,CUST00341,BR012,chequing,2023-05-09,active
ACC001163,CUST00472,BR014,savings,2024-12-27,active
ACC001164,CUST00193,BR005,chequing,2023-10-13,active
ACC001165,CUST01311,BR002,savings,2024-05-01,active
ACC001166,CUST00102,BR009,savings,2025-09-20,closed
ACC001167,CUST00945,BR011,chequing,2024-06-18,active
ACC001168,CUST01995,BR003,savings,2024-05-29,closed
ACC001169,CUST00315,BR002,credit,2024-04-28,active
ACC001170,CUST00521,BR011,credit,2024-10-20,active
ACC001171,CUST01106,BR013,chequing,2024-01-05,active
ACC001172,CUST01985,BR001,savings,2025-09-16,active
ACC001173,CUST00884,BR008,credit,2025-02-21,active
ACC001174,CUST00407,BR004,chequing,2023-12-15,active
ACC001175,CUST01144,BR007,savings,2023-07-15,active
ACC001176,CUST01265,BR001,chequing,2024-11-27,active
ACC001177,CUST01112,BR011,savings,2025-06-06,active
ACC001178,CUST01810,BR009,savings,2025-10-28,active
ACC001179,CUST00736,BR012,credit,2025-12-22,active
ACC001180,CUST01514,BR009,chequing,2024-10-18,active
ACC001181,CUST01456,BR013,savings,2023-10-04,active
ACC001182,CUST00353,BR001,credit,2025-11-06,active
ACC001183,CUST00988,BR003,credit,2023-12-11,active
ACC001184,CUST01893,BR004,credit,2024-10-15,active
ACC001185,CUST00165,BR013,credit,2025-03-13,active
ACC001186,CUST00326,BR003,chequing,2024-12-18,active
ACC001187,CUST00218,BR009,chequing,2024-12-23,active
ACC001188,CUST01360,BR015,credit,2025-04-10,active
ACC001189,CUST01809,BR005,savings,2023-12-19,active
ACC001190,CUST00387,BR010,savings,2024-01-05,active
ACC001191,CUST00186,BR014,chequing,2023-11-29,active
ACC001192,CUST00561,BR002,savings,2023-12-25,active
ACC001193,CUST01614,BR001,credit,2025-05-05,active
ACC001194,CUST01703,BR012,savings,2023-03-23,active
ACC001195,CUST00817,BR001,savings,2024-12-02,active
ACC001196,CUST00108,BR010,savings,2025-05-31,active
ACC001197,CUST00137,BR008,savings,2023-03-22,active
ACC001198,CUST00475,BR010,chequing,2023-04-13,active
ACC001199,CUST00173,BR010,chequing,2024-05-18,active
ACC001200,CUST00412,BR009,credit,2023-12-30,active
ACC001201,CUST00611,BR014,savings,2023-07-11,active
ACC001202,CUST01213,BR004,savings,2023-01-12,active
ACC001203,CUST00860,BR001,credit,2023-10-22,active
ACC001204,CUST01350,BR001,savings,2025-03-30,active
ACC001205,CUST00228,BR015,credit,2025-05-06,active
ACC001206,CUST00113,BR008,savings,2023-09-23,active
ACC001207,CUST00448,BR012,credit,2024-12-25,active
ACC001208,CUST01173,BR006,chequing,2025-08-06,active
ACC001209,CUST00556,BR007,chequing,2025-06-29,active
ACC001210,CUST01350,BR003,chequing,2023-08-16,active
ACC001211,CUST01777,BR015,chequing,2025-04-20,active
ACC001212,CUST01317,BR015,credit,2024-06-14,active
ACC001213,CUST00191,BR007,savings,2023-10-09,closed
ACC001214,CUST01466,BR002,savings,2024-12-15,active
ACC001215,CUST01674,BR005,chequing,2024-02-07,active
ACC001216,CUST00951,BR008,credit,2025-03-06,active
ACC001217,CUST00977,BR007,chequing,2025-05-14,closed
ACC001218,CUST00427,BR013,savings,2024-08-21,active
ACC001219,CUST01997,BR001,savings,2025-05-27,active
ACC001220,CUST00970,BR006,savings,2023-07-24,active
ACC001221,CUST00904,BR001,chequing,2025-10-09,active
ACC001222,CUST01157,BR004,chequing,2024-09-05,active
ACC001223,CUST00085,BR015,chequing,2024-08-10,active
ACC001224,CUST00912,BR005,savings,2024-07-01,active
ACC001225,CUST01017,BR003,chequing,2024-07-04,active
ACC001226,CUST01600,BR006,chequing,2025-10-23,active
ACC001227,CUST01173,BR005,savings,2023-01-23,active
ACC001228,CUST01791,BR005,credit,2025-01-27,active
ACC001229,CUST00776,BR014,chequing,2025-05-06,active
ACC001230,CUST00085,BR005,credit,2025-08-15,active
ACC001231,CUST01057,BR007,credit,2024-06-29,active
ACC001232,CUST00025,BR001,credit,2024-11-25,active
ACC001233,CUST01791,BR006,credit,2024-10-02,active
ACC001234,CUST01933,BR005,chequing,2023-07-07,active
ACC001235,CUST00571,BR004,savings,2023-02-02,active
ACC001236,CUST00067,BR010,chequing,2025-09-03,active
ACC001237,CUST00537,BR011,savings,2023-04-13,active
ACC001238,CUST01734,BR011,credit,2025-04-20,active
ACC001239,CUST00602,BR004,savings,2025-10-31,dormant
ACC001240,CUST01071,BR005,savings,2024-03-10,active
ACC001241,CUST00812,BR012,savings,2023-06-18,active
ACC001242,CUST00925,BR014,credit,2024-12-20,closed
ACC001243,CUST00526,BR015,savings,2025-08-15,active
ACC001244,CUST01796,BR007,chequing,2025-04-07,active
ACC001245,CUST01658,BR015,chequing,2025-01-23,active
ACC001246,CUST01807,BR012,chequing,2025-11-29,active
ACC001247,CUST01060,BR012,credit,2023-03-10,closed
ACC001248,CUST00306,BR008,savings,2023-12-08,active
ACC001249,CUST00226,BR001,credit,2024-09-22,active
ACC001250,CUST01429,BR008,credit,2025-02-27,active
ACC001251,CUST02000,BR004,savings,2025-04-23,active
ACC001252,CUST00878,BR001,savings,2023-03-16,active
ACC001253,CUST00508,BR008,savings,2025-05-20,active
ACC001254,CUST00504,BR004,chequing,2025-03-22,active
ACC001255,CUST00902,BR011,chequing,2023-02-15,active
ACC001256,CUST00965,BR012,chequing,2023-10-05,active
ACC001257,CUST00376,BR007,savings,2025-08-31,closed
ACC001258,CUST01316,BR005,chequing,2023-02-03,active
ACC001259,CUST00926,BR009,credit,2025-11-04,active
ACC001260,CUST00447,BR009,savings,2023-04-06,active
ACC001261,CUST01539,BR004,credit,2025-04-29,active
ACC001262,CUST01393,BR014,chequing,2025-11-20,active
ACC001263,CUST01779,BR014,credit,2025-09-13,dormant
ACC001264,CUST00050,BR012,savings,2024-10-22,active
ACC001265,CUST01729,BR011,credit,2024-09-11,active
ACC001266,CUST00285,BR014,chequing,2025-07-21,active
ACC001267,CUST01327,BR014,credit,2025-05-15,active
ACC001268,CUST01567,BR002,credit,2025-04-02,active
ACC001269,CUST00907,BR001,savings,2025-03-11,active
ACC001270,CUST01719,BR001,chequing,2025-04-03,active
ACC001271,CUST01184,BR015,credit,2023-01-31,active
ACC001272,CUST01933,BR013,credit,2023-12-30,active
ACC001273,CUST01043,BR014,credit,2023-06-14,active
ACC001274,CUST01161,BR014,credit,2023-11-24,active
ACC001275,CUST01151,BR003,savings,2024-10-23,dormant
ACC001276,CUST01576,BR004,chequing,2025-08-07,active
ACC001277,CUST01511,BR015,chequing,2025-12-29,active
ACC001278,CUST01701,BR005,credit,2024-06-21,active
ACC001279,CUST01203,BR005,chequing,2023-03-03,active
ACC001280,CUST01425,BR010,credit,2024-04-25,dormant
ACC001281,CUST00179,BR011,chequing,2024-10-31,active
ACC001282,CUST01311,BR010,credit,2023-02-09,active
ACC001283,CUST00735,BR013,credit,2025-05-07,active
ACC001284,CUST00780,BR010,chequing,2023-05-11,active
ACC001285,CUST01679,BR009,savings,2024-01-24,active
ACC001286,CUST00530,BR010,credit,2023-11-29,dormant
ACC001287,CUST00557,BR004,credit,2025-11-15,active
ACC001288,CUST00570,BR011,chequing,2023-04-22,active
ACC001289,CUST01604,BR014,credit,2023-06-04,active
ACC001290,CUST01104,BR002,savings,2025-08-23,active
ACC001291,CUST01900,BR001,savings,2025-02-10,dormant
ACC001292,CUST00556,BR011,chequing,2023-08-22,active
ACC001293,CUST01322,BR009,credit,2023-04-17,active
ACC001294,CUST01333,BR014,savings,2023-10-18,closed
ACC001295,CUST01340,BR009,chequing,2024-11-03,active
ACC001296,CUST01925,BR008,chequing,2023-08-23,active
ACC001297,CUST01919,BR010,chequing,2025-04-24,active
ACC001298,CUST00088,BR008,chequing,2024-02-21,active
ACC001299,CUST01289,BR009,chequing,2025-11-26,active
ACC001300,CUST01774,BR014,chequing,2025-07-19,active
ACC001301,CUST00308,BR009,chequing,2025-04-29,active
ACC001302,CUST01334,BR014,savings,2024-09-04,active
ACC001303,CUST00669,BR013,chequing,2023-02-09,active
ACC001304,CUST01058,BR009,credit,2024-11-25,dormant
ACC001305,CUST00377,BR011,credit,2025-08-14,active
ACC001306,CUST00182,BR002,savings,2023-01-05,active
ACC001307,CUST01214,BR011,chequing,2025-02-27,closed
ACC001308,CUST00352,BR013,savings,2025-04-11,active
ACC001309,CUST00032,BR009,chequing,2025-12-22,active
ACC001310,CUST00035,BR004,credit,2023-09-03,active
ACC001311,CUST01302,BR013,chequing,2025-05-12,active
ACC001312,CUST01846,BR015,savings,2024-07-28,active
ACC001313,CUST00668,BR013,credit,2025-02-20,active
ACC001314,CUST00377,BR011,savings,2024-11-15,dormant
ACC001315,CUST01394,BR014,savings,2023-01-13,active
ACC001316,CUST00023,BR012,credit,2024-08-27,active
ACC001317,CUST01906,BR011,chequing,2024-09-02,active
ACC001318,CUST01796,BR006,chequing,2025-04-15,active
ACC001319,CUST01200,BR002,chequing,2024-04-01,active
ACC001320,CUST00510,BR001,chequing,2024-06-29,active
ACC001321,CUST00830,BR014,credit,2023-05-01,active
ACC001322,CUST00772,BR011,savings,2023-01-02,active
ACC001323,CUST01545,BR005,chequing,2025-02-07,active
ACC001324,CUST01730,BR013,credit,2024-09-23,active
ACC001325,CUST00727,BR004,credit,2025-05-20,active
ACC001326,CUST01544,BR002,credit,2025-12-27,active
ACC001327,CUST01618,BR006,savings,2023-02-03,dormant
ACC001328,CUST01790,BR007,credit,2024-07-11,active
ACC001329,CUST01841,BR009,credit,2023-10-28,active
ACC001330,CUST01791,BR012,credit,2025-07-14,dormant
ACC001331,CUST00510,BR009,savings,2024-07-20,closed
ACC001332,CUST00820,BR007,chequing,2024-02-09,dormant
ACC001333,CUST00473,BR007,chequing,2025-02-19,active
ACC001334,CUST00950,BR010,credit,2025-12-19,active
ACC001335,CUST01199,BR002,chequing,2025-02-02,active
ACC001336,CUST01162,BR014,savings,2023-12-23,active
ACC001337,CUST00104,BR005,chequing,2025-12-10,active
ACC001338,CUST00340,BR007,credit,2023-09-21,active
ACC001339,CUST00854,BR007,chequing,2025-07-18,closed
ACC001340,CUST01166,BR010,savings,2023-12-29,active
ACC001341,CUST00707,BR007,credit,2023-11-13,active
ACC001342,CUST01510,BR010,credit,2024-05-22,active
ACC001343,CUST01540,BR009,credit,2025-09-04,closed
ACC001344,CUST00819,BR009,credit,2025-08-08,active
ACC001345,CUST00924,BR010,chequing,2025-02-01,closed
ACC001346,CUST00889,BR001,savings,2023-09-06,active
ACC001347,CUST01076,BR003,chequing,2025-12-07,closed
ACC001348,CUST01654,BR005,credit,2024-05-20,active
ACC001349,CUST00410,BR010,credit,2024-01-24,dormant
ACC001350,CUST01228,BR002,chequing,2023-09-16,active
ACC001351,CUST00061,BR001,chequing,2024-08-16,active
ACC001352,CUST01337,BR011,credit,2025-08-13,closed
ACC001353,CUST00301,BR014,credit,2023-05-18,dormant
ACC001354,CUST00625,BR012,credit,2024-04-09,closed
ACC001355,CUST01784,BR005,credit,2023-05-25,active
ACC001356,CUST00243,BR001,chequing,2025-11-23,active
ACC001357,CUST01016,BR006,chequing,2025-08-20,active
ACC001358,CUST01212,BR010,credit,2025-06-09,active
ACC001359,CUST01706,BR011,savings,2024-08-31,active
ACC001360,CUST01610,BR011,credit,2023-10-05,active
ACC001361,CUST00024,BR006,credit,2023-11-06,active
ACC001362,CUST00375,BR004,savings,2024-04-20,active
ACC001363,CUST01910,BR008,savings,2025-05-26,active
ACC001364,CUST01640,BR002,credit,2024-06-18,active
ACC001365,CUST01271,BR007,chequing,2023-03-11,active
ACC001366,CUST01756,BR006,savings,2025-12-29,active
ACC001367,CUST00009,BR002,savings,2025-01-16,active
ACC001368,CUST01916,BR001,savings,2025-04-16,active
ACC001369,CUST01918,BR009,savings,2024-11-13,dormant
ACC001370,CUST00314,BR013,credit,2024-08-17,active
ACC001371,CUST00014,BR005,chequing,2024-09-21,active
ACC001372,CUST00247,BR012,chequing,2024-10-13,active
ACC001373,CUST00149,BR011,chequing,2025-09-14,active
ACC001374,CUST00647,BR014,savings,2023-07-18,active
ACC001375,CUST01017,BR008,savings,2024-02-07,active
ACC001376,CUST00151,BR008,savings,2023-05-08,active
ACC001377,CUST00177,BR013,credit,2024-01-03,dormant
ACC001378,CUST00301,BR012,savings,2023-05-26,active
ACC001379,CUST01057,BR008,chequing,2024-03-06,active
ACC001380,CUST00389,BR005,credit,2024-01-12,active
ACC001381,CUST01745,BR005,savings,2025-07-07,active
ACC001382,CUST01248,BR001,savings,2025-10-07,active
ACC001383,CUST00910,BR012,credit,2025-05-01,closed
ACC001384,CUST01587,BR004,savings,2023-05-15,closed
ACC001385,CUST01813,BR001,credit,2025-08-21,active
ACC001386,CUST00157,BR013,credit,2023-05-27,active
ACC001387,CUST01290,BR001,credit,2025-01-01,active
ACC001388,CUST01424,BR004,credit,2023-12-07,closed
ACC001389,CUST01215,BR006,chequing,2024-07-02,active
ACC001390,CUST00395,BR005,chequing,2023-05-31,active
ACC001391,CUST00726,BR009,chequing,2024-12-06,active
ACC001392,CUST01520,BR002,credit,2023-07-15,active
ACC001393,CUST01711,BR008,savings,2024-07-09,active
ACC001394,CUST01269,BR007,credit,2025-01-19,active
ACC001395,CUST01365,BR002,savings,2023-04-07,active
ACC001396,CUST01682,BR008,chequing,2023-04-14,active
ACC001397,CUST01204,BR004,chequing,2024-09-29,active
ACC001398,CUST00639,BR002,credit,2024-07-19,dormant
ACC001399,CUST01559,BR004,credit,2023-11-03,active
ACC001400,CUST01648,BR009,chequing,2024-03-04,active
ACC001401,CUST00807,BR013,chequing,2023-03-23,active
ACC001402,CUST00762,BR015,credit,2025-03-28,active
ACC001403,CUST00571,BR011,credit,2023-02-13,active
ACC001404,CUST01094,BR009,chequing,2023-11-07,active
ACC001405,CUST00323,BR010,credit,2024-11-23,active
ACC001406,CUST01846,BR007,savings,2025-06-14,active
ACC001407,CUST00424,BR014,chequing,2024-04-29,active
ACC001408,CUST00856,BR003,chequing,2023-04-24,closed
ACC001409,CUST01239,BR008,savings,2024-06-23,closed
ACC001410,CUST01031,BR015,credit,2023-04-20,active
ACC001411,CUST01722,BR007,savings,2023-03-29,active
ACC001412,CUST01977,BR010,credit,2025-09-16,dormant
ACC001413,CUST00088,BR010,chequing,2023-03-26,dormant
ACC001414,CUST01466,BR002,credit,2023-07-09,active
ACC001415,CUST01481,BR014,credit,2024-07-31,closed
ACC001416,CUST00162,BR002,chequing,2023-10-25,active
ACC001417,CUST00776,BR002,chequing,2024-11-17,active
ACC001418,CUST01134,BR006,credit,2023-04-07,active
ACC001419,CUST01640,BR007,chequing,2024-01-17,active
ACC001420,CUST00229,BR010,credit,2025-04-05,active
ACC001421,CUST00932,BR013,credit,2023-11-22,active
ACC001422,CUST00643,BR004,credit,2025-08-21,active
ACC001423,CUST00975,BR008,savings,2025-01-14,active
ACC001424,CUST00607,BR008,credit,2023-04-27,closed
ACC001425,CUST01391,BR015,credit,2023-10-09,closed
ACC001426,CUST01834,BR004,chequing,2025-06-27,active
ACC001427,CUST00593,BR007,credit,2023-05-31,active
ACC001428,CUST01173,BR006,credit,2024-05-14,active
ACC001429,CUST00863,BR015,savings,2025-03-04,dormant
ACC001430,CUST00271,BR014,savings,2024-01-04,active
ACC001431,CUST01440,BR013,credit,2025-02-08,closed
ACC001432,CUST00745,BR004,chequing,2023-10-10,active
ACC001433,CUST00151,BR012,credit,2024-09-08,active
ACC001434,CUST00766,BR008,credit,2025-07-07,active
ACC001435,CUST01858,BR007,credit,2025-04-01,active
ACC001436,CUST01901,BR014,chequing,2025-03-16,active
ACC001437,CUST00812,BR007,chequing,2025-06-07,active
ACC001438,CUST00760,BR001,chequing,2025-12-23,closed
ACC001439,CUST00180,BR011,credit,2025-05-28,active
ACC001440,CUST00017,BR010,credit,2023-09-05,active
ACC001441,CUST00444,BR010,chequing,2023-08-31,dormant
ACC001442,CUST00121,BR013,credit,2024-04-30,active
ACC001443,CUST00294,BR006,chequing,2023-02-17,active
ACC001444,CUST00695,BR003,credit,2024-02-14,active
ACC001445,CUST00943,BR013,savings,2025-08-15,active
ACC001446,CUST00751,BR004,chequing,2024-01-18,dormant
ACC001447,CUST00086,BR001,credit,2025-12-28,active
ACC001448,CUST00273,BR014,savings,2024-12-15,closed
ACC001449,CUST01941,BR008,savings,2024-10-20,active
ACC001450,CUST00560,BR011,credit,2023-10-08,active
ACC001451,CUST00586,BR012,credit,2024-07-30,active
ACC001452,CUST01896,BR006,chequing,2025-11-18,active
ACC001453,CUST01142,BR001,credit,2023-09-05,active
ACC001454,CUST01220,BR007,savings,2024-12-18,active
ACC001455,CUST00581,BR015,savings,2024-11-07,active
ACC001456,CUST00832,BR003,chequing,2025-01-29,active
ACC001457,CUST01011,BR010,savings,2023-04-18,active
ACC001458,CUST00835,BR007,chequing,2024-04-25,dormant
ACC001459,CUST00837,BR002,savings,2023-10-13,active
ACC001460,CUST00867,BR001,savings,2023-01-22,active
ACC001461,CUST01769,BR011,chequing,2025-05-13,closed
ACC001462,CUST00832,BR001,chequing,2024-02-07,active
ACC001463,CUST00129,BR006,credit,2025-01-17,active
ACC001464,CUST00767,BR004,credit,2023-01-09,active
ACC001465,CUST00472,BR011,credit,2023-07-04,active
ACC001466,CUST01657,BR002,savings,2025-05-16,active
