account_sk,account_id,customer_id,branch_id,account_type,open_date,status
1608,ACC001608,CUST00483,BR003,savings,2023-10-23,active
1609,ACC001609,CUST00971,BR002,savings,2025-10-26,closed
1610,ACC001610,CUST00056,BR003,chequing,2024-04-11,active
1611,ACC001611,CUST01695,BR010,chequing,2023-03-15,active
1612,ACC001612,CUST01632,BR013,savings,2024-10-09,active
1613,ACC001613,CUST01788,BR013,credit,2025-07-06,active
1614,ACC001614,CUST01820,BR009,savings,2025-08-12,dormant
1615,ACC001615,CUST01190,BR006,credit,2024-06-15,active
1616,ACC001616,CUST01621,BR008,savings,2025-10-13,active
1617,ACC001617,CUST00415,BR010,credit,2023-06-08,dormant
1618,ACC001618,CUST01800,BR014,credit,2023-03-23,active
1619,ACC001619,CUST01534,BR004,savings,2025-11-19,active
1620,ACC001620,CUST01195,BR002,savings,2025-10-08,active
1621,ACC001621,CUST01143,BR010,savings,2025-01-26,active
1622,ACC001622,CUST01247,BR013,credit,2025-03-10,active
1623,ACC001623,CUST01694,BR009,chequing,2025-11-01,active
1624,ACC001624,CUST01049,BR008,savings,2024-02-25,active
1625,ACC001625,CUST01764,BR003,chequing,2025-09-07,active
1626,ACC001626,CUST00310,BR004,credit,2025-03-28,active
1627,ACC001627,CUST00370,BR002,credit,2023-02-27,active
1628,ACC001628,CUST00684,BR012,chequing,2023-07-24,active
1629,ACC001629,CUST01162,BR011,credit,2025-12-07,active
1630,ACC001630,CUST01736,BR011,chequing,2025-11-12,active
1631,ACC001631,CUST01671,BR013,chequing,2025-09-27,active
1632,ACC001632,CUST00823,BR007,credit,2023-03-17,closed
1633,ACC001633,CUST00097,BR008,credit,2023-09-28,active
1634,ACC001634,CUST01597,BR003,credit,2023-10-22,active
1635,ACC001635,CUST01243,BR015,chequing,2024-04-03,active
1636,ACC001636,CUST01447,BR009,credit,2025-06-13,active
1637,ACC001637,CUST01245,BR015,savings,2023-04-05,active
1638,ACC001638,CUST00648,BR001,savings,2025-10-02,active
1639,ACC001639,CUST01047,BR010,savings,2025-11-28,active
1640,ACC001640,CUST01772,BR004,chequing,2024-11-23,active
1641,ACC001641,CUST00914,BR001,savings,2025-06-24,active
1642,ACC001642,CUST00208,BR013,chequing,2024-03-22,active
1643,ACC001643,CUST00675,BR006,credit,2023-03-29,active
1644,ACC001644,CUST01573,BR006,savings,2023-03-09,active
1645,ACC001645,CUST01319,BR002,credit,2025-09-06,active
1646,ACC001646,CUST01384,BR015,credit,2024-03-31,active
1647,ACC001647,CUST01456,BR014,savings,2024-06-23,active
1648,ACC001648,CUST00753,BR009,credit,2024-03-04,active
1649,ACC001649,CUST00157,BR005,chequing,2024-09-23,closed
1650,ACC001650,CUST01948,BR001,credit,2023-07-29,active
1651,ACC001651,CUST01918,BR004,credit,2024-10-22,closed
1652,ACC001652,CUST00407,BR007,credit,2025-06-28,active
1653,ACC001653,CUST01286,BR013,savings,2025-12-29,active
1654,ACC001654,CUST01524,BR001,credit,2025-06-15,closed
1655,ACC001655,CUST00923,BR010,savings,2023-04-20,closed
1656,ACC001656,CUST00292,BR004,credit,2024-09-11,active
1657,ACC001657,CUST01286,BR005,savings,2025-05-23,active
1658,ACC001658,CUST00540,BR007,savings,2024-08-23,active
1659,ACC001659,CUST01560,BR004,savings,2025-05-25,dormant
1660,ACC001660,CUST01668,BR001,chequing,2025-06-03,active
1661,ACC001661,CUST00276,BR010,savings,2025-09-09,active
1662,ACC001662,CUST01022,BR009,credit,2024-03-02,closed
1663,ACC001663,CUST00728,BR010,savings,2025-01-19,active
1664,ACC001664,CUST01879,BR003,credit,2023-10-29,active
1665,ACC001665,CUST00479,BR002,credit,2025-03-16,dormant
1666,ACC001666,CUST01586,BR012,chequing,2023-03-19,active
1667,ACC001667,CUST01700,BR002,savings,2025-01-24,closed
1668,ACC001668,CUST01356,BR005,credit,2023-12-02,dormant
1669,ACC001669,CUST00465,BR004,chequing,2024-09-06,active
1670,ACC001670,CUST01751,BR012,savings,2023-05-22,active
1671,ACC001671,CUST01284,BR012,savings,2024-05-21,active
1672,ACC001672,CUST01633,BR007,chequing,2025-08-13,closed
1673,ACC001673,CUST00615,BR005,savings,2025-08-22,active
1674,ACC001674,CUST00797,BR003,credit,2023-09-08,active
1675,ACC001675,CUST01295,BR010,savings,2024-08-03,active
1676,ACC001676,CUST01888,BR011,savings,2024-07-02,active
1677,ACC001677,CUST01892,BR015,credit,2023-08-24,active
1678,ACC001678,CUST00906,BR001,savings,2023-01-27,closed
1679,ACC001679,CUST01839,BR003,chequing,2025-11-17,active
1680,ACC001680,CUST00829,BR010,credit,2023-05-28,active
1681,ACC001681,CUST01931,BR005,chequing,2024-04-11,active
1682,ACC001682,CUST00615,BR014,savings,2025-09-09,active
1683,ACC001683,CUST01822,BR001,credit,2024-06-06,active
1684,ACC001684,CUST00417,BR012,savings,2025-07-10,active
1685,ACC001685,CUST01508,BR003,credit,2023-09-14,active
1686,ACC001686,CUST00592,BR011,credit,2024-05-09,dormant
1687,ACC001687,CUST01579,BR015,chequing,2023-11-07,active
1688,ACC001688,CUST01747,BR011,savings,2023-03-02,active
1689,ACC001689,CUST01323,BR010,savings,2024-01-19,active
1690,ACC001690,CUST01825,BR004,savings,2025-02-11,active
1691,ACC001691,CUST00253,BR010,credit,2025-02-12,dormant
1692,ACC001692,CUST00848,BR007,chequing,2023-01-04,active
1693,ACC001693,CUST00642,BR012,savings,2024-05-07,active
1694,ACC001694,CUST01662,BR015,chequing,2023-10-03,active
1695,ACC001695,CUST01717,BR003,chequing,2024-03-26,active
1696,ACC001696,CUST01206,BR009,chequing,2023-05-29,closed
1697,ACC001697,CUST00428,BR012,savings,2025-05-17,active
1698,ACC001698,CUST01825,BR007,savings,2025-01-03,active
1699,ACC001699,CUST00034,BR002,savings,2025-07-15,active
1700,ACC001700,CUST00671,BR003,credit,2024-09-15,active
1701,ACC001701,CUST00827,BR002,savings,2024-08-24,active
1702,ACC001702,CUST00337,BR004,chequing,2024-12-18,active
1703,ACC001703,CUST00623,BR014,savings,2025-01-08,active
1704,ACC001704,CUST00630,BR003,savings,2023-04-18,active
1705,ACC001705,CUST00786,BR004,savings,2023-09-20,active
1706,ACC001706,CUST00137,BR010,credit,2024-12-31,active
1707,ACC001707,CUST01317,BR007,credit,2024-11-16,active
1708,ACC001708,CUST01553,BR003,credit,2024-01-10,active
1709,ACC001709,CUST00899,BR007,savings,2023-07-09,active
1710,ACC001710,CUST00093,BR001,chequing,2024-10-24,active
1711,ACC001711,CUST00367,BR012,savings,2024-12-04,active
1712,ACC001712,CUST01479,BR004,savings,2024-08-13,closed
1713,ACC001713,CUST00524,BR015,credit,2025-03-28,active
1714,ACC001714,CUST00370,BR009,credit,2024-04-13,active
1715,ACC001715,CUST00616,BR008,chequing,2024-04-23,active
1716,ACC001716,CUST01895,BR006,savings,2025-02-13,active
1717,ACC001717,CUST01425,BR002,savings,2025-09-14,active
1718,ACC001718,CUST01699,BR004,chequing,2025-01-02,active
1719,ACC001719,CUST00534,BR012,credit,2025-07-26,active
1720,ACC001720,CUST00956,BR010,savings,2024-03-13,active
1721,ACC001721,CUST01792,BR012,chequing,2024-08-15,active
1722,ACC001722,CUST00660,BR005,chequing,2025-06-21,active
1723,ACC001723,CUST00892,BR007,chequing,2025-11-18,active
1724,ACC001724,CUST01431,BR009,savings,2025-10-25,active
1725,ACC001725,CUST00205,BR012,credit,2025-09-10,dormant
1726,ACC001726,CUST00176,BR005,chequing,2023-06-22,active
1727,ACC001727,CUST01922,BR002,savings,2024-04-13,active
1728,ACC001728,CUST01096,BR007,chequing,2023-08-01,closed
1729,ACC001729,CUST00031,BR008,credit,2023-06-08,active
1730,ACC001730,CUST00200,BR001,credit,2025-04-10,active
1731,ACC001731,CUST00656,BR007,savings,2023-09-21,active
1732,ACC001732,CUST00931,BR014,chequing,2025-04-12,active
1733,ACC001733,CUST01335,BR014,chequing,2023-10-20,closed
1734,ACC001734,CUST01684,BR010,credit,2024-02-10,active
1735,ACC001735,CUST01657,BR012,chequing,2025-02-01,closed
1736,ACC001736,CUST00368,BR012,credit,2024-02-06,active
1737,ACC001737,CUST00069,BR001,chequing,2024-02-04,active
1738,ACC001738,CUST01964,BR009,savings,2024-11-17,dormant
1739,ACC001739,CUST01416,BR006,credit,2023-02-08,active
1740,ACC001740,CUST01875,BR014,chequing,2023-12-11,active
1741,ACC001741,CUST00196,BR002,savings,2023-11-11,active
1742,ACC001742,CUST00838,BR008,chequing,2023-07-31,active
1743,ACC001743,CUST00525,BR006,credit,2023-10-18,active
1744,ACC001744,CUST01762,BR007,savings,2024-05-26,active
1745,ACC001745,CUST01516,BR009,chequing,2023-09-21,active
1746,ACC001746,CUST00280,BR005,chequing,2023-03-06,dormant
1747,ACC001747,CUST00476,BR014,credit,2023-09-25,active
1748,ACC001748,CUST00361,BR001,savings,2025-02-12,active
1749,ACC001749,CUST00057,BR002,credit,2023-04-05,closed
1750,ACC001750,CUST00234,BR013,chequing,2024-06-08,active
1751,ACC001751,CUST00429,BR004,credit,2023-07-26,active
1752,ACC001752,CUST01315,BR003,savings,2024-01-07,active
1753,ACC001753,CUST01957,BR002,chequing,2023-11-21,active
1754,ACC001754,CUST01225,BR005,savings,2025-04-23,active
1755,ACC001755,CUST00683,BR003,chequing,2024-09-15,active
1756,ACC001756,CUST00819,BR005,savings,2025-06-25,active
1757,ACC001757,CUST00011,BR003,savings,2025-11-14,active
1758,ACC001758,CUST00396,BR005,chequing,2023-04-22,active
1759,ACC001759,CUST01195,BR006,chequing,2025-06-14,active
1760,ACC001760,CUST01304,BR011,savings,2024-05-11,active
1761,ACC001761,CUST01174,BR009,credit,2025-01-08,active
1762,ACC001762,CUST00967,BR014,chequing,2024-12-30,active
1763,ACC001763,CUST01586,BR002,savings,2023-12-30,dormant
1764,ACC001764,CUST01966,BR007,savings,2024-11-11,active
1765,ACC001765,CUST00136,BR005,savings,2025-03-09,dormant
1766,ACC001766,CUST00758,BR013,chequing,2025-11-12,active
1767,ACC001767,CUST01877,BR007,savings,2024-09-06,active
1768,ACC001768,CUST00969,BR013,savings,2024-03-24,active
1769,ACC001769,CUST01739,BR010,credit,2025-01-29,active
1770,ACC001770,CUST01799,BR008,savings,2025-03-17,active
1771,ACC001771,CUST00651,BR011,chequing,2024-11-23,active
1772,ACC001772,CUST01189,BR012,credit,2025-04-15,active
1773,ACC001773,CUST01299,BR015,credit,2024-11-25,active
1774,ACC001774,CUST00316,BR005,chequing,2025-03-06,active
1775,ACC001775,CUST01214,BR003,savings,2023-07-31,active
1776,ACC001776,CUST00168,BR003,credit,2025-07-26,closed
1777,ACC001777,CUST01430,BR015,savings,2024-02-07,active
1778,ACC001778,CUST01121,BR015,chequing,2024-10-25,active
1779,ACC001779,CUST01926,BR011,savings,2025-04-21,active
1780,ACC001780,CUST01025,BR012,savings,2024-05-19,active
1781,ACC001781,CUST00054,BR007,chequing,2025-03-16,active
1782,ACC001782,CUST00302,BR005,credit,2025-08-21,active
1783,ACC001783,CUST00485,BR010,credit,2023-06-08,active
1784,ACC001784,CUST00726,BR014,chequing,2025-10-21,active
1785,ACC001785,CUST00807,BR015,credit,2024-02-07,active
1786,ACC001786,CUST00182,BR001,chequing,2023-02-17,active
1787,ACC001787,CUST00427,BR008,chequing,2025-02-16,active
1788,ACC001788,CUST01416,BR003,chequing,2023-07-15,active
1789,ACC001789,CUST01257,BR007,savings,2023-02-09,active
1790,ACC001790,CUST00287,BR007,credit,2024-07-17,active
1791,ACC001791,CUST00242,BR003,chequing,2024-08-07,active
1792,ACC001792,CUST00403,BR010,savings,2025-06-24,active
1793,ACC001793,CUST00663,BR011,savings,2023-10-23,active
1794,ACC001794,CUST01703,BR011,chequing,2025-03-06,active
1795,ACC001795,CUST00608,BR006,savings,2024-02-25,closed
1796,ACC001796,CUST00392,BR010,chequing,2025-07-31,active
1797,ACC001797,CUST01907,BR010,credit,2024-09-07,active
1798,ACC001798,CUST00810,BR014,credit,2024-06-21,active
1799,ACC001799,CUST01362,BR002,credit,2023-08-13,active
1800,ACC001800,CUST00848,BR012,savings,2024-08-21,active
1801,ACC001801,CUST00182,BR010,savings,2025-07-13,dormant
1802,ACC001802,CUST00053,BR007,credit,2024-04-04,active
1803,ACC001803,CUST00452,BR010,chequing,2023-03-09,active
1804,ACC001804,CUST00798,BR002,chequing,2024-12-17,active
1805,ACC001805,CUST01170,BR001,chequing,2025-04-01,active
1806,ACC001806,CUST00506,BR010,credit,2024-07-11,active
1807,ACC001807,CUST00070,BR013,chequing,2024-02-03,active
1808,ACC001808,CUST00558,BR005,chequing,2025-09-02,closed
1809,ACC001809,CUST00859,BR014,savings,2024-02-25,dormant
1810,ACC001810,CUST00561,BR009,chequing,2024-07-30,active
1811,ACC001811,CUST01154,BR009,credit,2024-06-27,active
1812,ACC001812,CUST00128,BR002,savings,2025-10-07,active
1813,ACC001813,CUST00078,BR002,savings,2023-07-06,active
1814,ACC001814,CUST00022,BR005,credit,2023-06-20,active
1815,ACC001815,CUST00098,BR014,savings,2023-11-27,closed
1816,ACC001816,CUST00080,BR003,credit,2025-05-04,closed
1817,ACC001817,CUST01897,BR002,savings,2023-03-09,active
1818,ACC001818,CUST00149,BR015,credit,2023-03-23,active
1819,ACC001819,CUST00296,BR002,chequing,2024-06-12,active
1820,ACC001820,CUST01522,BR015,savings,2024-09-11,active
1821,ACC001821,CUST01819,BR003,chequing,2024-03-05,active
1822,ACC001822,CUST00153,BR007,chequing,2025-09-06,active
1823,ACC001823,CUST01375,BR002,savings,2023-07-24,active
1824,ACC001824,CUST01114,BR007,chequing,2023-06-13,active
1825,ACC001825,CUST00985,BR002,credit,2023-06-26,active
1826,ACC001826,CUST00238,BR004,chequing,2023-07-20,active
1827,ACC001827,CUST00634,BR015,chequing,2023-10-05,active
1828,ACC001828,CUST00951,BR011,chequing,2023-11-27,dormant
1829,ACC001829,CUST01067,BR009,credit,2023-06-30,active
1830,ACC001830,CUST00245,BR003,credit,2025-07-29,closed
1831,ACC001831,CUST00613,BR006,chequing,2025-09-19,closed
1832,ACC001832,CUST00154,BR013,credit,2024-03-12,dormant
1833,ACC001833,CUST00976,BR014,credit,2025-01-24,active
1834,ACC001834,CUST00604,BR014,savings,2024-01-20,active
1835,ACC001835,CUST00490,BR009,chequing,2023-03-18,closed
1836,ACC001836,CUST01023,BR005,credit,2023-08-16,active
1837,ACC001837,CUST00777,BR002,credit,2024-08-09,active
1838,ACC001838,CUST01314,BR003,chequing,2024-12-14,active
1839,ACC001839,CUST00099,BR002,credit,2024-05-01,active
1840,ACC001840,CUST00688,BR004,savings,2023-04-16,active
1841,ACC001841,CUST01359,BR007,credit,2024-01-15,active
1842,ACC001842,CUST00833,BR009,savings,2024-12-06,active
1843,ACC001843,CUST00662,BR003,credit,2025-10-14,active
1844,ACC001844,CUST01830,BR002,chequing,2023-10-12,active
1845,ACC001845,CUST00580,BR008,credit,2023-05-14,closed
1846,ACC001846,CUST00956,BR010,credit,2024-07-19,active
1847,ACC001847,CUST01874,BR015,savings,2025-05-22,active
1848,ACC001848,CUST00579,BR009,credit,2024-03-28,dormant
1849,ACC001849,CUST00063,BR006,chequing,2024-11-28,active
1850,ACC001850,CUST00713,BR011,savings,2024-03-02,active
1851,ACC001851,CUST01594,BR009,savings,2023-10-26,closed
1852,ACC001852,CUST00378,BR008,credit,2023-06-26,active
1853,ACC001853,CUST00799,BR007,chequing,2025-01-10,active
1854,ACC001854,CUST00054,BR005,savings,2023-01-17,active
1855,ACC001855,CUST01359,BR001,chequing,2024-08-25,closed
1856,ACC001856,CUST01340,BR015,savings,2023-08-16,active
1857,ACC001857,CUST00011,BR014,savings,2025-11-08,active
1858,ACC001858,CUST01969,BR007,chequing,2024-06-17,active
1859,ACC001859,CUST01435,BR009,savings,2023-07-30,closed
1860,ACC001860,CUST00008,BR011,savings,2025-04-17,active
1861,ACC001861,CUST00121,BR011,savings,2023-07-25,active
1862,ACC001862,CUST01099,BR003,chequing,2025-08-24,active
1863,ACC001863,CUST00394,BR009,credit,2023-08-16,active
1864,ACC001864,CUST01783,BR013,credit,2023-11-27,active
1865,ACC001865,CUST00293,BR009,chequing,2024-01-06,active
1866,ACC001866,CUST00318,BR005,chequing,2024-07-22,active
1867,ACC001867,CUST01775,BR003,credit,2024-01-30,active
1868,ACC001868,CUST01242,BR010,credit,2024-08-31,active
1869,ACC001869,CUST00559,BR002,chequing,2024-07-02,active
1870,ACC001870,CUST01644,BR002,chequing,2025-02-02,closed
1871,ACC001871,CUST00209,BR012,chequing,2024-05-19,active
1872,ACC001872,CUST00061,BR014,savings,2024-02-02,active
1873,ACC001873,CUST01597,BR008,chequing,2023-12-04,active
1874,ACC001874,CUST01087,BR010,chequing,2023-01-16,active
1875,ACC001875,CUST00895,BR005,chequing,2025-01-06,dormant
1876,ACC001876,CUST01140,BR001,credit,2025-08-09,active
1877,ACC001877,CUST00060,BR003,credit,2023-02-05,closed
1878,ACC001878,CUST00049,BR015,savings,2023-07-29,active
1879,ACC001879,CUST01864,BR014,credit,2024-11-05,active
1880,ACC001880,CUST00159,BR010,savings,2023-09-16,active
1881,ACC001881,CUST01046,BR013,chequing,2024-06-21,active
1882,ACC001882,CUST01139,BR007,savings,2024-08-12,active
1883,ACC001883,CUST01288,BR003,credit,2023-03-16,active
1884,ACC001884,CUST01314,BR009,credit,2024-04-02,active
1885,ACC001885,CUST00455,BR013,savings,2025-10-16,dormant
1886,ACC001886,CUST01146,BR011,credit,2023-02-21,active
1887,ACC001887,CUST00466,BR008,credit,2023-08-25,active
1888,ACC001888,CUST00200,BR004,credit,2025-06-29,active
1889,ACC001889,CUST01880,BR015,chequing,2025-04-04,active
1890,ACC001890,CUST00029,BR006,savings,2024-10-23,dormant
1891,ACC001891,CUST01874,BR008,savings,2024-09-18,active
1892,ACC001892,CUST00043,BR009,savings,2024-01-18,active
1893,ACC001893,CUST01509,BR001,savings,2025-05-30,active
1894,ACC001894,CUST00101,BR012,savings,2025-01-05,closed
1895,ACC001895,CUST01065,BR010,credit,2025-05-28,active
1896,ACC001896,CUST00137,BR012,chequing,2025-03-06,active
1897,ACC001897,CUST00942,BR004,chequing,2025-07-15,active
1898,ACC001898,CUST00761,BR008,chequing,2023-06-19,active
1899,ACC001899,CUST00295,BR008,savings,2023-07-10,closed
1900,ACC001900,CUST00857,BR011,credit,2023-05-22,active
1901,ACC001901,CUST01841,BR009,chequing,2023-10-14,active
1902,ACC001902,CUST01301,BR001,credit,2024-07-28,active
1903,ACC001903,CUST01481,BR007,credit,2023-11-26,active
1904,ACC001904,CUST01739,BR007,savings,2024-07-05,active
1905,ACC001905,CUST01585,BR014,savings,2024-01-05,active
1906,ACC001906,CUST01795,BR013,chequing,2025-12-24,active
1907,ACC001907,CUST00378,BR004,credit,2023-10-16,closed
1908,ACC001908,CUST00357,BR004,savings,2025-11-15,active
1909,ACC001909,CUST00066,BR005,chequing,2025-07-19,active
1910,ACC001910,CUST00631,BR002,credit,2024-11-08,active
1911,ACC001911,CUST01930,BR014,savings,2023-08-10,active
1912,ACC001912,CUST00693,BR006,savings,2024-07-31,active
1913,ACC001913,CUST01198,BR015,chequing,2025-02-25,active
1914,ACC001914,CUST01022,BR010,savings,2023-01-31,active
1915,ACC001915,CUST00337,BR006,savings,2023-05-06,active
1916,ACC001916,CUST01563,BR004,chequing,2023-10-23,active
1917,ACC001917,CUST00693,BR011,credit,2024-08-19,active
1918,ACC001918,CUST01907,BR004,chequing,2024-10-21,active
1919,ACC001919,CUST01888,BR013,chequing,2025-12-11,active
1920,ACC001920,CUST00095,BR005,chequing,2023-10-14,active
1921,ACC001921,CUST00804,BR003,credit,2023-07-05,active
1922,ACC001922,CUST00204,BR008,savings,2023-11-18,active
1923,ACC001923,CUST01699,BR003,chequing,2024-09-10,active
1924,ACC001924,CUST00951,BR009,chequing,2023-09-02,active
1925,ACC001925,CUST00494,BR010,chequing,2025-04-11,active
1926,ACC001926,CUST00430,BR008,chequing,2025-03-22,active
1927,ACC001927,CUST00259,BR014,savings,2023-03-09,dormant
1928,ACC001928,CUST00249,BR014,chequing,2023-11-18,active
1929,ACC001929,CUST00619,BR009,savings,2023-01-16,active
1930,ACC001930,CUST00093,BR007,chequing,2023-04-10,active
1931,ACC001931,CUST00491,BR011,chequing,2024-03-09,active
1932,ACC001932,CUST00463,BR008,credit,2025-09-24,active
1933,ACC001933,CUST00127,BR001,chequing,2023-02-14,active
1934,ACC001934,CUST01192,BR011,savings,2025-05-31,active
1935,ACC001935,CUST00300,BR003,savings,2025-02-10,active
1936,ACC001936,CUST01387,BR005,credit,2025-10-05,active
1937,ACC001937,CUST01516,BR006,savings,2024-09-25,active
1938,ACC001938,CUST00921,BR010,credit,2023-10-20,active
1939,ACC001939,CUST00586,BR013,savings,2024-03-20,active
1940,ACC001940,CUST00480,BR002,savings,2025-08-17,active
1941,ACC001941,CUST01602,BR009,chequing,2024-08-06,active
1942,ACC001942,CUST00594,BR008,credit,2024-08-12,active
1943,ACC001943,CUST00910,BR001,credit,2023-08-31,active
1944,ACC001944,CUST01936,BR013,savings,2024-02-06,active
1945,ACC001945,CUST01433,BR015,chequing,2023-06-14,active
1946,ACC001946,CUST01995,BR008,savings,2025-05-11,active
1947,ACC001947,CUST00697,BR001,savings,2023-12-29,active
1948,ACC001948,CUST01328,BR015,savings,2023-05-18,active
1949,ACC001949,CUST01606,BR010,chequing,2023-06-27,active
1950,ACC001950,CUST01328,BR006,savings,2023-04-23,active
1951,ACC001951,CUST00152,BR013,credit,2023-05-03,active
1952,ACC001952,CUST00504,BR002,credit,2023-08-22,active
1953,ACC001953,CUST01283,BR009,credit,2025-06-23,active
1954,ACC001954,CUST01289,BR014,savings,2025-05-25,active
1955,ACC001955,CUST00504,BR003,chequing,2024-02-11,active
1956,ACC001956,CUST00253,BR009,savings,2023-11-15,active
1957,ACC001957,CUST00283,BR007,credit,2025-11-24,active
1958,ACC001958,CUST01326,BR009,savings,2025-04-28,active
1959,ACC001959,CUST01020,BR002,chequing,2024-08-08,active
1960,ACC001960,CUST01242,BR005,chequing,2023-02-14,active
1961,ACC001961,CUST01923,BR012,chequing,2025-07-17,active
1962,ACC001962,CUST01583,BR015,chequing,2023-11-01,closed
1963,ACC001963,CUST01440,BR012,chequing,2024-02-29,active
1964,ACC001964,CUST00896,BR006,credit,2025-10-25,closed
1965,ACC001965,CUST00779,BR010,chequing,2023-09-17,dormant
1966,ACC001966,CUST01547,BR009,credit,2024-06-12,active
1967,ACC001967,CUST01350,BR009,chequing,2025-10-14,active
1968,ACC001968,CUST01168,BR002,savings,2024-03-06,closed
1969,ACC001969,CUST00286,BR001,chequing,2023-07-21,active
1970,ACC001970,CUST01367,BR014,chequing,2025-03-05,active
1971,ACC001971,CUST00336,BR012,savings,2025-03-15,active
1972,ACC001972,CUST00883,BR008,chequing,2025-01-25,active
1973,ACC001973,CUST00296,BR008,chequing,2024-07-26,active
1974,ACC001974,CUST00708,BR004,chequing,2025-09-28,dormant
1975,ACC001975,CUST00749,BR011,savings,2024-10-05,closed
1976,ACC001976,CUST00791,BR010,savings,2025-04-21,active
1977,ACC001977,CUST00904,BR009,savings,2025-05-22,active
1978,ACC001978,CUST00571,BR014,credit,2024-08-12,active
1979,ACC001979,CUST01701,BR002,chequing,2024-09-20,active
1980,ACC001980,CUST00283,BR006,chequing,2025-04-26,active
1981,ACC001981,CUST01988,BR010,savings,2024-10-31,active
1982,ACC001982,CUST01903,BR006,chequing,2023-10-20,active
1983,ACC001983,CUST00112,BR014,savings,2023-09-16,active
1984,ACC001984,CUST01794,BR007,credit,2025-10-05,active
1985,ACC001985,CUST01935,BR004,credit,2024-10-16,active
1986,ACC001986,CUST01258,BR008,credit,2024-03-17,active
1987,ACC001987,CUST01797,BR005,chequing,2023-05-30,active
1988,ACC001988,CUST00226,BR005,savings,2025-01-30,closed
1989,ACC001989,CUST00382,BR003,chequing,2024-08-22,closed
1990,ACC001990,CUST00946,BR009,credit,2023-01-13,active
1991,ACC001991,CUST00707,BR008,credit,2025-08-07,closed
1992,ACC001992,CUST00281,BR006,chequing,2025-11-30,active
1993,ACC001993,CUST01343,BR001,savings,2023-02-19,active
1994,ACC001994,CUST01331,BR010,credit,2023-10-02,active
1995,ACC001995,CUST00928,BR009,credit,2023-10-22,active
1996,ACC001996,CUST00396,BR008,credit,2023-11-16,active
1997,ACC001997,CUST01898,BR010,credit,2024-07-06,active
1998,ACC001998,CUST01470,BR015,savings,2025-09-26,active
1999,ACC001999,CUST01495,BR008,chequing,2025-03-20,active
2000,ACC002000,CUST01291,BR004,credit,2023-10-15,active
2001,ACC002001,CUST01606,BR013,credit,2025-05-23,active
2002,ACC002002,CUST00232,BR002,chequing,2023-11-07,active
2003,ACC002003,CUST01944,BR014,chequing,2025-11-26,active
2004,ACC002004,CUST01881,BR005,chequing,2025-03-05,active
2005,ACC002005,CUST01584,BR014,credit,2024-02-21,active
2006,ACC002006,CUST01542,BR004,savings,2025-07-13,active
2007,ACC002007,CUST00781,BR001,credit,2023-12-07,closed
2008,ACC002008,CUST01416,BR009,credit,2025-04-10,active
2009,ACC002009,CUST01516,BR011,chequing,2024-02-28,active
2010,ACC002010,CUST01745,BR006,credit,2024-06-02,active
2011,ACC002011,CUST00586,BR015,savings,2023-09-30,active
2012,ACC002012,CUST00759,BR015,savings,2024-07-27,active
2013,ACC002013,CUST01708,BR001,chequing,2024-01-20,active
2014,ACC002014,CUST01274,BR006,chequing,2024-03-16,active
2015,ACC002015,CUST01690,BR011,chequing,2023-06-08,active
2016,ACC002016,CUST00680,BR005,savings,2023-08-13,active
2017,ACC002017,CUST01612,BR015,credit,2023-05-03,active
2018,ACC002018,CUST00100,BR004,credit,2025-11-09,active
2019,ACC002019,CUST01552,BR012,credit,2023-03-15,active
2020,ACC002020,CUST01307,BR002,chequing,2024-07-31,active
2021,ACC002021,CUST00496,BR002,savings,2025-04-10,active
2022,ACC002022,CUST01043,BR006,chequing,2024-03-13,active
2023,ACC002023,CUST00392,BR009,credit,2023-07-31,active
2024,ACC002024,CUST01323,BR004,savings,2024-09-27,active
2025,ACC002025,CUST00722,BR009,chequing,2024-02-08,active
2026,ACC002026,CUST01310,BR001,chequing,2025-04-05,active
2027,ACC002027,CUST00651,BR007,savings,2025-07-05,active
2028,ACC002028,CUST01722,BR014,savings,2024-06-21,active
2029,ACC002029,CUST01971,BR015,credit,2023-03-18,active
2030,ACC002030,CUST00948,BR013,credit,2023-07-30,active
2031,ACC002031,CUST01242,BR009,credit,2024-02-23,active
2032,ACC002032,CUST00211,BR007,chequing,2023-08-07,active
2033,ACC002033,CUST01901,BR007,savings,2025-11-25,dormant
2034,ACC002034,CUST00232,BR002,credit,2025-08-20,active
2035,ACC002035,CUST00790,BR008,savings,2025-12-03,active
2036,ACC002036,CUST00408,BR003,savings,2023-05-15,active
2037,ACC002037,CUST00086,BR012,savings,2023-02-27,active
2038,ACC002038,CUST01099,BR004,savings,2024-01-24,active
2039,ACC002039,CUST01319,BR009,chequing,2024-12-13,active
2040,ACC002040,CUST00901,BR012,chequing,2025-01-26,active
2041,ACC002041,CUST01950,BR004,chequing,2025-11-08,active
2042,ACC002042,CUST00327,BR007,savings,2023-10-18,active
2043,ACC002043,CUST01855,BR013,credit,2025-09-14,active
2044,ACC002044,CUST00089,BR002,credit,2024-11-07,active
2045,ACC002045,CUST00549,BR015,savings,2025-05-26,active
2046,ACC002046,CUST01239,BR014,chequing,2023-01-09,active
2047,ACC002047,CUST01591,BR004,chequing,2023-11-07,active
2048,ACC002048,CUST00699,BR004,chequing,2025-08-04,active
2049,ACC002049,CUST01545,BR007,savings,2024-03-30,active
2050,ACC002050,CUST00143,BR011,savings,2023-05-06,active
